review_id,rating,review_title,review_text,group_type,reviewer_location,likes,published_date,travel_date,year,month,platform,lang,reviewer_total_contributions,reviewer_helpful_votes,has_owner_response,owner_response_text,review_length,experience_tier,emo_vader,eval_vader,emo_eval_bucket,bert_score
428805812,2,"""Was not impressed""",My review of the museum has nothing to do with the people or families that have suffered due to the holocaust. My option is that the museum did not due justice to showing the pain and suffering that these people went thru. The elevator lets large amounts of people in a small room with a small hall. Felt like cattle. There are a lot of picture of people and families. I not the true pictures are hard to see but they give us the true understanding of the peoples suffering. Nothing there for kids under 20.,FAMILY,"Mount Juliet, Tennessee",0,2016-10-17,2016-10,2016,2016-10,OTHER,en,212.0,69.0,False,,507,Power user (200+),-0.7753,-0.7753,Emo- / Eval-,0.9576852321624756
447164250,5,"Very moving, educational - please make the time.",This is by far one of the most moving museums that I have ever visited.  The one thing that I would recommend is to give yourself plenty of time.  I could easily spend 6+ hours in this museum...,BUSINESS,"Kenner, Louisiana",2,2016-12-28,2016-11,2016,2016-12,OTHER,en,33.0,44.0,False,,194,Regular (11-50),0.5994,0.5994,Emo+ / Eval+,0.9994530081748962
483985737,2,Skip It,Not sure what this is doing on the Washington Mall. You may easily skip it. There is not much to see or appreciate. Lots more to see and enjoy all around.,COUPLES,"Greenville, South Carolina",0,2017-05-13,2017-05,2017,2017-05,OTHER,en,2261.0,1688.0,False,,154,Power user (200+),0.746,0.746,Emo+ / Eval+,-0.9977465271949768
258774055,2,Too Packed,"After reading a few reviews, it seemed like the smart choice is to pre-purchase your ticket for the permanent exhibit. THIS IS A FREE MUSEUM but when you pre-purchase it is $1 per ticket. They only allow so many at certain times. 

My family and I chose the 2:30pm option thinking there would be less people, (also since there were 50+ tickets left available online for that time) It said to arrive 10 minutes early to go through security. We did, however, there was a line out the door. No priority access for advance purchased tickets. There was also 1...again... 1 security check line which is why there was such a long line. I have gone through several security checks for the area museums as well as airport ones and had NEVER had to pull out my inhaler. Someone else in my party had been pulled off to the side for her GUM PACK! That whole experience was very off putting. 

My mother, my brother, his girlfriend and her daughter (6 yrs old) and myself made our way to the elevators that take you up to the exhibit. When we exited the elevator, I thought someone had turned off a set of lights through the museum. It was so dark; you couldn't even read what they had on display. 

I had taken a seat to watch the 1st video that was offered to watch. It had quickly filled up to a point where it had gotten to be claustrophobic. It seemed like there were about 5 High Schools in attendance there. 
This was poorly built. There were at least 2 different, large, areas that had donated art that took up space. White art pieces on a white wall….what? 

A lot of the ‘artifacts’ weren’t real. They were castings made of what they were.
I do have to give props to the fact that they covered the TV's with a wall of concrete to make sure that children do not see some of the videos that may be a bit disturbing. 

This museum would have been a lot more meaningful if it was not a crowded as it was. It had lost all its meaning when you had to fight to see the walls and displays. Nothing here I couldn't see or read by watching documentaries online or by going to a library. 

When we were done with the permanent exhibit, we didn't even want to go through the other areas offered since we did not want to deal with the crowds again.

Go when it opens so there are less people.",FAMILY,"Chicago, Illinois",1,2015-03-10,2015-03,2015,2015-03,OTHER,en,95.0,59.0,False,,2276,Experienced (51-200),0.9619,0.9752,Emo+ / Eval+,-0.9964513778686523
313974674,4,Must See,It was good experience.I would recommend to visit story of Daniel.There are alot of objects and story about Daniel notebook.,FAMILY,"Kutahya, Türkiye",0,2015-09-27,2015-09,2015,2015-09,OTHER,en,299.0,52.0,False,,124,Power user (200+),0.6597,0.6597,Emo+ / Eval+,0.9995860457420349
861514890,5,Well-documented exhibit,"I visited when I was 18, but that almost 30 years ago and not sure I fully appreciated it at that age,  Very thorough history of everything surrounding the Holocaust.  Very emotional at times.  Very well put together",NONE,"Burdett, New York",0,2022-09-23,2022-09,2022,2022-09,OTHER,en,19.0,34.0,False,,216,Regular (11-50),0.8349,0.8349,Emo+ / Eval+,0.9956961870193481
293508829,4,Never naver again,While  all of us have read about the holocaust or even seen movies on it. The expriancing it at the holocaust museum is a thought provoking unforgettable experience.,BUSINESS,"Colombo, Sri Lanka",0,2015-07-28,2014-08,2015,2015-07,OTHER,en,78.0,16.0,False,,165,Experienced (51-200),-0.2023,0.0,Mixed / Neutral,0.9997362494468689
204948742,5,A Must See In DC,"I arrived at 10:00AM as the museum was opening and waited less than ten minutes to get in and that included going through security. The reception desk personnel are incredibly helpful and knowledgeable. They provided me with instructions, a map and a brochure of the main exhibits and then invited me to stop back at them end for more information if I had more time. Def follow their itinerary an begin on the fourth floor. Give yourself 2-hours to really experience this amazing, educational and memorable place. It is a must see for all",NONE,,0,2014-05-10,2014-05,2014,2014-05,MOBILE,en,21.0,8.0,False,,538,Regular (11-50),0.8451,0.8451,Emo+ / Eval+,0.9996248483657837
220702766,2,Very cheap feel to it,"This museum leaves a lot to be desired.  Many others were good, but this just seemed to be ""slapped up"" in a hurry.  In my opinion, it is not only a disappointment, but is a disservice to the Jewish community.  And it certainly is not on par with the other museums in the National Mall.",COUPLES,,2,2014-08-09,2014-08,2014,2014-08,OTHER,en,74.0,19.0,False,,286,Experienced (51-200),0.8463,0.8463,Emo+ / Eval+,-0.9996943473815918
148100760,5,Powerful and a must see,"I've been here a few times, the last being this past April.  Quite frankly, it's a must see at some point for anyone.  There's so much history in the museum and it really makes you realized how many people suffered during WWII and the Holocaust.  About 10 yrs ago, we brought a foreign exchange teacher from Japan to DC with us and she came to the museum and appreciated it so much given what's taught over seas.  It is time consuming as they're able to fit a lot of exhibits into a small space and multiple floors so make sure to allocate enough time to work your way through the museum.  I wouldn't bring young kids here as they won't get it and it may be too much for them to handle.  Also, I would get here earlier in the day to get your tickets (they're time stamped).",SOLO,"Dayton, Ohio",0,2012-12-26,2012-04,2012,2012-12,OTHER,en,283.0,104.0,False,,773,Power user (200+),0.6344,0.6344,Emo+ / Eval+,0.9730615615844727
267428429,5,Remarkable,"Half a day can do this justice. Depends on how much time you can spare. 3 hours min. Silence the cell phones. There is an app you could download in advance, but don't use in museum, just take in the experience!",COUPLES,"Portland, Oregon",1,2015-04-22,2015-04,2015,2015-04,OTHER,en,75.0,21.0,False,,210,Experienced (51-200),0.4199,0.4199,Emo+ / Eval+,-0.7330547571182251
156650486,3,Can't review - never got in!,"We really wanted to go here, but we could not seem to plan it right.  The online ticket reservations showed the next available date three months from our visit.  We stood in line for an hour on our last day in DC at 9:30 a.m. on a 26 degree windy day only to find that the earliest tickets they had were for 1:30 that afternoon.  Frozen and disappointed, we left.  

Smart people chose to send one person to wait in line and grab tickets for everyone in their group which seemed to work.  I have heard it's worth it.  Wish we'd been smarter and gotten in.",FAMILY,,0,2013-04-04,2013-03,2013,2013-04,OTHER,en,48.0,27.0,False,,555,Regular (11-50),0.8519,0.8519,Emo+ / Eval+,0.7056212425231934
391167912,3,Great kids exhibit..but,"I don't care for how you are supposed to get tickets. ...that doesn't make sense to me. ..non of the other museums require tickets early,  we wanted to see ALL of the museum,  not just Danny's House (which was wonderful).... I've been to DC three times and I have yet to get thru the museum!",FAMILY,"Pickford, Michigan",0,2016-07-10,2016-07,2016,2016-07,MOBILE,en,31.0,4.0,False,,291,Regular (11-50),0.3322,0.3322,Emo+ / Eval+,-0.9528814554214478
164854267,5,Never forget.,"When you are visiting Washington, DC you must go to this museum. The admitance is a donation, you should take time enough or you will be sorry,  there is so much to learn and see. Also take a handckerchief  your tears will roll down after a few minutes, It was one of my favorite places to visit  in Washington.",FAMILY,"Horseheads, New York",0,2013-06-22,2013-01,2013,2013-06,OTHER,en,15.0,3.0,False,,311,Regular (11-50),0.2023,0.2023,Emo+ / Eval+,-0.5751788020133972
451107532,3,below expectations,"I might be wrong but the intended message of this museum was not delivered to me, i wanted so much after my visit to feel the graveness of the massacre but no, all Europeans had a taste of the massacre during the power, the good thing is that a section of the museum shows the syrian, ruwanda, cambodia massacres    among others",FAMILY,"Montreal, Canada",0,2017-01-10,2017-01,2017,2017-01,OTHER,en,108.0,88.0,False,,328,Experienced (51-200),-0.1154,-0.1154,Emo- / Eval-,-0.9682015776634216
281264137,5,Spent a lot of time here,"When you first enter go get a ticket for admission to the main exhibit.  We didn't realize you need tickets that allow you in at a specific time.  Once you have tickets go to all the other exhibits until entry at your specified time.  

This museum is free for all parts and is excellent.",SOLO,"Sherwood Park, Canada",0,2015-06-18,2015-06,2015,2015-06,OTHER,en,75.0,80.0,False,,288,Experienced (51-200),0.836,0.836,Emo+ / Eval+,0.9997997879981995
467766612,3,Brought my 9 year old,"We only went through the area for kids ""Daniels story"".  It is mostly well done and sensitive to children. 

My daughter asked an obvious question ""how did he survive?""  I think they need to add something at the end to explain how he ended up surviving.  

The rest of the place is probably well done, but I will say the amount of field trip students they let in is overwhelming.  I believe the complaints about crowd size is accurate.",FAMILY,"Phoenix, Arizona",2,2017-03-16,2017-03,2017,2017-03,MOBILE,en,23.0,50.0,False,,435,Regular (11-50),-0.2144,-0.2144,Emo- / Eval-,0.9956610798835754
223044268,4,A must do,A complete history on the holocaust. My kids only lasted 2 floors. A little too much reading for them.  Bought tickets for $1 online which is a  must to skip the long line to get a ticket.,FAMILY,"Dayton, Ohio",0,2014-08-19,2014-08,2014,2014-08,OTHER,en,24.0,4.0,False,,188,Regular (11-50),0.0,0.0,Mixed / Neutral,-0.9987585544586182
499799164,2,A little disappointed .,It was mostly pictures with a description attached . With the hoards of people they cram in there it is nearly impossible to get close enough to see them,COUPLES,"Diagonal, Iowa",1,2017-07-08,2017-07,2017,2017-07,OTHER,en,56.0,61.0,False,,153,Experienced (51-200),0.0,0.0,Mixed / Neutral,-0.9989644289016724
360865137,5,Makes you think,This is my third time to DC but my first time to the Holocaust Museum. Wow. This is very sobering. I think every person who visits DC needs to view this. We must never forget what the Nazi party did to try and eradicate the Jews.,FAMILY,"Sikeston, Missouri",0,2016-04-02,2016-03,2016,2016-04,OTHER,en,22.0,3.0,False,,229,Regular (11-50),0.8446,0.8446,Emo+ / Eval+,0.9982109069824219
446162965,3,well done remembrance,"stopped by on a recommendation of someone during out family vacation.

it is a well done remembrance to those that suffered.",FAMILY,"Richmond Hill, Canada",0,2016-12-22,2016-12,2016,2016-12,MOBILE,en,149.0,71.0,False,,124,Experienced (51-200),-0.4588,-0.4588,Emo- / Eval-,0.9993601441383362
116824906,4,Nice Museum....too much to read...too many people...too little room.,"This is a VERY nice museum. The parts I thought were the best were the videos, the crematorium model, the shoes exhibit, the voices of the survivors, and the video at the end of the survivors. 
The cons of the museum include too many people. It is impossible to read the MANY signs when there are too many people in the museum. I understand that many people want to go to the museum but it ruins the experience when you cannot even get by people to move on to the next sign or you cannot read the signs because there are too many people in front of it. You literally would have to spend the entire day there to be able to read it all with all the people that are in the way. I honestly think they made the signs too small and should have put them up higher so more people could read them. Also people could be extremely rude, you could be visibly reading a sign and someone would come and stand right in front of you to read it and block multiple other people from reading it. It has so much information and so much facts that it also can be overwhelming. 
I think the museum is stunning and tells one of the saddest stories known to mankind. I only wish they either limit more people or they would enhance the design more. I have been there prior about six years ago and I do not remember it being as crowded and I went the same time frame.",NONE,"Indianapolis, Indiana",0,2011-08-16,2011-08,2011,2011-08,OTHER,en,1092.0,156.0,False,,1341,Power user (200+),-0.7292,0.0,Mixed / Neutral,-0.9873661994934082
692488257,1,Questionable...,"Well documented, well exposed very well taught into making people aware of their mistakes. 
My question is: what does the health department have to say about the ""shoes exhibit"", and the smell in that place? How healthy it is and how it might impact the visitors? Could be exposed encased? I came back home seek for about a week with an ugly cough and chest pain.",NONE,"Norwalk, Connecticut",2,2019-07-24,2019-07,2019,2019-07,MOBILE,en,28.0,113.0,False,,363,Regular (11-50),-0.4492,-0.4492,Emo- / Eval-,0.7654258012771606
154522720,4,Go see this Museum!,The museum is very well done.  The staff was friendly and knowledgeable.  My 12 year old daughter was very moved by it as was I.,FAMILY,,0,2013-03-14,2013-03,2013,2013-03,OTHER,en,9.0,0.0,False,,128,New (1-10),0.6801,0.6801,Emo+ / Eval+,0.9998667240142822
7404839,3,Expected more....crowded,We thought it was just ok    some very moving exhibits    far too many people,,"Oxford, Massachusetts",1,2007-04-19,,2007,2007-04,OTHER,en,142.0,114.0,False,,77,Experienced (51-200),0.296,0.296,Emo+ / Eval+,-0.9931203126907349
697527601,3,nothing compare to Auschwitz Museum in Poland,"The museum trying to show the Holocaust. But nowhere is use proper name of people who did it. The German Nazis,Every where is used only word the Nazis, my child has already asked me what nationality were the Nazis and I had to explain to her that they were German people. This is blurring history",NONE,,2,2019-08-10,2019-07,2019,2019-08,OTHER,en,3.0,11.0,False,,296,New (1-10),0.0,0.0,Mixed / Neutral,-0.9995394945144653
168335650,4,Powerful and also painful,This was a large museum. We had a little difficulty navigating to the sites prior to our visit to the upstairs area. This is a much larger place than you would think. Parts of the museum are painful to see and experience due to the violence that was present during the holocaust. The tickets are free but come early on busy season times to make sure you can get in.,FAMILY,"Atlanta, Georgia",0,2013-07-20,2013-07,2013,2013-07,OTHER,en,116.0,31.0,False,,365,Experienced (51-200),0.012,0.012,Mixed / Neutral,0.9899460673332214
317985047,4,"Great museum and information, but.........","The information and visuals provided are moving, emotional and upsetting all at the same time.  However, we suggest that you plan your trip for a time, as best you can, that may not be as busy as our weekend visit was.  Was on three day holiday weekend and large numbers of middle school aged youth were more interested in their smart phone than anything else.  Was at times difficult to see or get close to exhibits to read due to large numbers of people.  But, the price was right, no charge.",COUPLES,"Omaha, Nebraska",0,2015-10-12,2015-10,2015,2015-10,OTHER,en,75.0,11.0,False,,494,Experienced (51-200),0.2492,0.4672,Emo+ / Eval+,0.9343747496604919
441936243,5,Somber and sobering,"This should be required viewing for all citizens. The Holocaust museum walks its guests through the Holocaust, from Hitler's populist rise to power, to the normalization of dehumanization of a minority, to the tragedy of the internment camps and WWII. It's an incredibly deep experience and conveys the dangers of such governance. It also takes time to address other human rights atrocities such as the Khmer Rouge in Cambodia and the ethnic cleansing in Bosnia, demonstrating that even in this day and age, societies can still embrace dehumanization. This is a must see attraction, even if only once to understand history so we do not repeat it.",COUPLES,"Milwaukee, Wisconsin",0,2016-12-04,2016-12,2016,2016-12,MOBILE,en,235.0,61.0,False,,646,Power user (200+),-0.5106,0.0,Mixed / Neutral,0.9973233342170715
391693281,1,Very disappointed,Made a special stop for our visiting granddaughter to tour the museum as she studied the holocaust this past year.   I ordered the tickets on line.  My husband and I had visit the museum before so I knew wr had to have tickets.  On arrival we were directed into on of four large elevators that held many people.  Getting out we were faced with a full hallway of exhibits with shoulder to shoulder people in it that didn't move.  We were unable to view any information as the crowds were so great.  I thought the idea of tickets were to limit the amount of people on the tour for all to learn of this tragic time of history and to learn of the suffering of the people.   Very disappointed,FAMILY,"Cape May, New Jersey",1,2016-07-12,2016-07,2016,2016-07,MOBILE,en,6.0,2.0,False,,687,New (1-10),-0.5026,0.064,Mixed / Neutral,-0.998196542263031
213547207,3,"Significant, gripping, but disappointing","This was one of my must-sees in Washington, D.C., but to be honest, it didn't quite meet my expectations, so that was very disappointing.  The museum itself certainly was loaded, in fact, over-loaded with information, pictures, and videos, and hit my emotions numerous times, but it was the employees and other visitors that disappointed me.  First off, we were in the museum for at least a half-hour before we discovered that we had to get a pass for the permanent exhibit.  We had even gone up to the information booth and the woman didn't volunteer this information, but we found out by noticing other people who had tickets.  So, once we got our tickets, we then had to wait about an hour (not so bad, as I have seen in other reviews that some didn't even get tickets).  So, we waited patiently.  While we were waiting, we thought we might go to the cafe, so in our search, we asked some of the employees where it was, whether we'd have to wait to get back in, all normal tourist questions. They must get tired of answering questions, because they just weren't that helpful or nice; in fact, one of them was quite a smart-aleck. They probably thought it was fun to mess with the tourists from time to time.  Well, we ended up skipping the cafe altogether and just waited for our time to get in.  Once in, the crowd of people was unbearable; it was difficult to read and take our time looking at the exhibits.  Some of the visitors were not respectful, either; there was a school group with kids who were on their own, messing around as kids will, but in a place like this, it saddened me.  I also don't understand why people bring their babies and toddlers; they are bored and often disruptive--why subject them to this?  It ends up only making the experience worse for those around them.  This is not the kind of museum for younger children and it's too bad that people cannot use common sense about things like that. We only had a few hours to spend and one really needs more time in order to fully appreciate the plethora of information on display. Nevertheless, it is a very moving experience and must be viewed in a solemn and serious manner. It is hoped that people will never forget the atrocity of the holocaust, but reality shows us that some people just do not really care and that is truly appalling.",COUPLES,Wisconsin,0,2014-07-03,2014-06,2014,2014-07,OTHER,en,55.0,33.0,False,,2315,Experienced (51-200),-0.8206,-0.8206,Emo- / Eval-,-0.9992868304252625
700516265,4,An excellent if sobering museum.  Well worth a visit,"The museum is a modern well laid out museum spread over three or four floors and includes a number of exhibits specifically disigned for children, although parents should be careful with small children on some of the final exhibits of showing the liberation of the camos as some of them are quite rightly very graphic.  The museum gives a factual and detailed account of the holocaust from its start in 1933 up to and including the liberation of the concentration camps in 1945 and the aftermath with the migration to Palestine/Isreal.  In addition there are a number of quiet sitting out areas for contemplation and a room of rememberance.  The exhibits show the horror of the events and mans lack of humanity and, as such, is the sort of museum that everyone should visit to stop us forgetting the depths of depraviyty we are capable of if left unchecked.  It also brings us right upto date with a small exhibit of current events in Syria that show startling similarities to some of the vents leading up to the holocaust. Overall, an excellent if sobering museum.  Well worth a visit",NONE,,2,2019-08-18,2019-08,2019,2019-08,OTHER,en,18.0,42.0,False,,1085,Regular (11-50),0.5994,0.8225,Emo+ / Eval+,0.9990405440330505
208413475,3,Interesting but not great,"We arrived too late in the day to see the main attraction so we did Daniel's house/journey and the Collaboration area.  Honestly, it was too dark for the kids (11 and 13).  It did spark some good conversation but the heaviness of the topic was just too much for them.  If we did DC again, there are plenty of other museums that would be higher on my list to revisit but I am glad that we did it once.",FAMILY,"San Diego, California",1,2014-06-01,2014-05,2014,2014-06,OTHER,en,42.0,19.0,False,,400,Regular (11-50),0.8555,0.8555,Emo+ / Eval+,-0.9895877838134766
246982425,5,Heartwarming,Lots of history. Impressive.  Arrive early and avoid the long lines. Near the National Mall. You will.enjoy it if you like history.,COUPLES,,0,2015-01-02,2014-04,2015,2015-01,OTHER,en,94.0,34.0,False,,131,Experienced (51-200),0.5574,0.5574,Emo+ / Eval+,0.999777615070343
360163296,4,"Excellent museum, be sure to book your place online","The permanent collection is one of the most moving museum experiences you can have, just be sure to book your time online - daily tickets are limited and you will miss out otherwise.",NONE,"Brisbane, Australia",0,2016-03-30,2016-03,2016,2016-03,OTHER,en,114.0,79.0,False,,182,Experienced (51-200),-0.0516,0.0,Mixed / Neutral,0.9893075823783875
308529891,1,Not worth the hassle,"Trange St up in here. When we went we had to queue to get in, then queue inside to get a ticket, to then wait an hour for our time slot. We then go to the line which is very long and takes us 15 minutes to get to the front to thn be told we're 5 mins early come back later. By this time the line was bigger than before. We'd already spent an hour and 45 mins in this place so we decided no more time to be wasted in there and we left. I will also mention that the guy who was letting people go up in the lift was extremely rude and harsh.",FAMILY,United Kingdom,0,2015-09-09,2015-08,2015,2015-09,OTHER,en,42.0,48.0,False,,538,Regular (11-50),-0.9026,-0.9026,Emo- / Eval-,-0.991841197013855
382193498,3,I can't really review this. I'll explain.,We just showed up here after lunch and was told that the passes for that day were sold out. That was a dissapointment. So I can only tell you to buy passes early and plan on the tour.,FAMILY,"Grain Valley, Missouri",0,2016-06-13,2016-06,2016,2016-06,OTHER,en,441.0,41.0,False,,183,Power user (200+),0.0,0.0,Mixed / Neutral,-0.9936462640762329
248501110,5,Brilliant place,"This museum is exceptional and gigantic.  In addition to the permanent exhibit, there are several smaller exhibits downstairs on fascinating topics.  But please, leave children under 14 at home.  Parts of the PE are just brutal.  No, your kid is not mature enough.  Daniel's Story is a first-floor exhibit designed for kids.  This place might knock the wind out of you, so don't plan this as the first stop of the day.  There are no restaurants nearby, so plan to eat at the Museum Cafe on the 15th street side or the food cart on the corner of 14th and Independence.  From here you are within one block of the Washington Monument and (down 14th Street) the Bureau of Engraving and Printing for a lighter tour.",BUSINESS,"Salisbury, Maryland",0,2015-01-09,2015-01,2015,2015-01,OTHER,en,53.0,37.0,False,,710,Experienced (51-200),-0.9349,0.0,Mixed / Neutral,-0.9796112179756165
805538498,4,Need more time,Could only get tickets for later in the day and could have used more time. 2 hours not enough time for me. Kids were impatient and went ahead on their own. This is about 3 blocks from a metro station.,SOLO,,0,2021-08-22,2021-08,2021,2021-08,MOBILE,en,7.0,3.0,False,,200,New (1-10),-0.4767,0.0,Mixed / Neutral,-0.9890578389167786
356333828,3,Awesome Building,"I visited the museum expecting more, but I was disappointed.  I visited a real concentration camp some years ago and I was expecting a similar filling that I had on that visit.  Do not get me wrong, the museum is really well assemble and have a lot of information, but I prefer to show this genocide as real as possible to be sure that never happened again.  I know exists more video, pictures and information that can be added showing the real deal.
On other hand the building is very well designed and transport the visitor to the period of time in which the events happened.",FAMILY,Puerto Rico,2,2016-03-17,2016-03,2016,2016-03,OTHER,en,129.0,22.0,False,,577,Experienced (51-200),0.912,0.912,Emo+ / Eval+,0.9976440072059631
472751312,3,Partial visit permitted on the day we arrived.,"We missed the main exhibition and still don´t understand why we didn´t qualify to see the main attraction. We arrived early in the afternoon to the museum and visited the information booth for assistance. The assistant told us that we could visit the exposition of the collaborators of the Nazi regime, She asked us that from what part did we visit and we told her. She said that we had to return to see the main attraction. Since we had only two complete days for our Washington visit, we had to miss the main exhibition. I still don´t understand why we didn´t qualify to see the whole exhibition being a visitor from Costa Rica, a small country that declared the war to Germany for his Nazi regime.",COUPLES,"San Jose, Costa Rica",0,2017-04-04,2017-03,2017,2017-04,OTHER,en,125.0,12.0,False,,700,Experienced (51-200),-0.1779,-0.1779,Emo- / Eval-,-0.997154951095581
164738482,4,Very Recommended!,"This museum is well worth it and full of facts, stories, and artifacts.  If you want to see the permanent exhibit, make sure to get there early (or pre book online) to get your free tickets.  They are on a first come, first serve basis and are needed in order to see the main portion of the exhibits.  Not light material but it really gives you a true insight of impact of the Holocaust.  It would be rated 5 stars if we didn't have to wait in line early for the tickets, but understand the need for it as it was very busy.",FRIENDS,,1,2013-06-21,2013-06,2013,2013-06,OTHER,en,22.0,6.0,False,,523,Regular (11-50),0.8248,0.8248,Emo+ / Eval+,0.9996194839477539
361572651,4,"Teen, tween and 9","Three boys, 14, 12 and 9. We did the Children's section and was plenty. The boys enjoyed it and learned from it. I do not know about the rest of the museum. There was no line and it is free.",FAMILY,"Kingwood, Texas",1,2016-04-04,2016-04,2016,2016-04,MOBILE,en,97.0,77.0,False,,190,Experienced (51-200),0.6597,0.6597,Emo+ / Eval+,0.9992865920066833
339805519,4,A very informative and moving museum,"Took me about 3 hours to go through the museum. Be sure to see the two 14 minute films. One is on how Germany became controlled by Hitler and the second is a review of anti-semitism since the crucifixion of Jesus Christ.

The pictures and artifacts made me very sad. But you must go, an experience not to be missed.",NONE,"Wilsons Mills, North Carolina",0,2016-01-13,2016-01,2016,2016-01,OTHER,en,59.0,27.0,False,,315,Experienced (51-200),0.1988,0.4816,Mixed / Neutral,0.9795541763305664
254398551,3,Interesting if you like history,"Well made if you like and enjoy history. This is not interactive. More like watching videos and few displays.
 Not for recommended for kids.",BUSINESS,"Mumbai, India",0,2015-02-15,2014-10,2015,2015-02,OTHER,en,40.0,58.0,False,,140,Regular (11-50),0.5969,0.5969,Emo+ / Eval+,-0.74577796459198
390850554,5,Changed my understanding.,This museum was very informative about the tragedy that is the holocaust. I learned many things that I never knew before. You need more time than you think to truly expemrience this fantastic exhibit.,FAMILY,,0,2016-07-09,2016-07,2016,2016-07,OTHER,en,40.0,7.0,False,,200,Regular (11-50),0.2732,0.2732,Emo+ / Eval+,0.9986684322357178
299199625,3,Okay.....,I liked it but it wasn't really exciting to see.  I absolutely love History but this just bored me.  There was too many people in the exhibit all at once.  I am short and all the tall people stand in front of the shorter people and so they can't see.,FAMILY,"Rock Springs, Wisconsin",0,2015-08-14,2015-08,2015,2015-08,OTHER,en,13.0,6.0,False,,250,Regular (11-50),0.4063,0.4063,Emo+ / Eval+,-0.9983526468276978
362163612,3,"A sad, but important memorial to millions of victims.",Not for young children. Be prepared to be shocked and saddened. Almost always long lines to get a tour.,NONE,,0,2016-04-06,2016-04,2016,2016-04,OTHER,en,55.0,24.0,False,,103,Experienced (51-200),-0.5859,-0.5859,Emo- / Eval-,-0.9940404295921326
117826983,5,"Sobering, haunting, and powerful.","The Holocaust museum in D.C. is a must-see museum for D.C. area residents and tourists alike.

One of the most memorable displays is a collection of victims' shoes amassed before and after people were exterminated.

This museum is a tribute to the millions of lives lost and the preservation of their memory should never be forgotten.",,"Washington DC, District of Columbia",1,2011-09-08,,2011,2011-09,OTHER,en,452.0,83.0,False,,334,Power user (200+),-0.4468,0.0,Mixed / Neutral,0.9996867179870605
326775224,1,Not in nov. On a sat,"Went here many many years ago and enjoyed the visit.  Tried to go back today, Saturday in November without timed entries.   Awful awful.  Too too many people all at once.  Couldn't see anything, and couldn't move due to the crowds.  Went back to the elevator and left.",COUPLES,"Atlanta, Georgia",0,2015-11-14,2015-11,2015,2015-11,OTHER,en,57.0,11.0,False,,268,Experienced (51-200),0.4176,0.4176,Emo+ / Eval+,-0.9983422756195068
118370550,4,Sobering,"Fantastic museum with a lot of information about German society leading up to Hitler and the eventual Holocaust. Good artifacts and use of videos and photographs to tell the story. Our only complaint is that it was very, very dark and the signs in the exhibits started with an appropriate font size, but then got smaller and smaller, with many labels and information close to the floor--between the poor lighting and small font size, it was difficult to read and created knots of people who were trying to scrunch down to see it all...",NONE,"Colorado Springs, Colorado",1,2011-09-20,2011-09,2011,2011-09,OTHER,en,2327.0,483.0,False,,535,Power user (200+),-0.5023,0.0,Mixed / Neutral,-0.9849661588668823
170036850,4,A dark part of our history...,Not for young children (under 12).  It was well documented and educational for those not knowing much about the Holocaust...our grandson (12) had taken a bit of this subject in school this and this museum brought everything into perspective for him.,FAMILY,"Simcoe, Canada",0,2013-07-30,2013-07,2013,2013-07,OTHER,en,17.0,4.0,False,,249,Regular (11-50),0.2732,0.2732,Emo+ / Eval+,0.9994586110115051
304274591,5,A Must !!! Remember and do not forget,"Must See ... Visit ...
Must remember  and do not forget !!!
Show this dark age of the world and the crazy evil Natzi
A very straightforward museum of the Holocaust that try to give the visitor the feel of this ...
Very well organized
Don't miss the basement exhibits",SOLO,"Tel Aviv District, Israel",0,2015-08-28,2015-08,2015,2015-08,OTHER,en,148.0,16.0,False,,266,Experienced (51-200),-0.6337,0.0,Mixed / Neutral,0.9988887906074524
286557691,3,Expected more information,"I was expecting more information on the Holocaust, but the tour was good, so it earn some points back.

They also have information on other countries' holocaust (i.e. Cambodia, Africa, ...) as well.",FAMILY,"Toronto, Canada",0,2015-07-07,2015-07,2015,2015-07,OTHER,en,286.0,76.0,False,,198,Power user (200+),0.7579,0.7579,Emo+ / Eval+,0.9954238533973694
536013179,4,Bring tissues,"I think everyone should visit this museum just to experience the reality of the holacoust.  We often hear that 11 million people were killed but the monumental tragedy of that genocide in not emotionally registered until you visit this museum
 .",FAMILY,,0,2017-10-25,2017-09,2017,2017-10,OTHER,en,6.0,4.0,False,,245,New (1-10),-0.8705,0.0,Mixed / Neutral,-0.9442492127418518
176665731,4,Very Educations,"The building the exhibit is housed is is very beautiful and has almost a foreboding aspect to it. The content is dark and a horrible period in time and the architecture reflects that as well.  The facts at times tend to overwhelm you as you go through this exhibit.  The statistics of the number of deaths  (murders) that happened over this period is truly hard to imagine.  The murdering of people because of the religion they were born under or the race they belonged to is so unimaginable.  The senseless murder of children as well is nothing short of disturbing.  Overall the exhibit has a lot of reading and text and young children are not really suited for this.  Overall i really wanted to go here and was glad I went.  If i did have one criticism it would be that there wasn't as many artifacts as I would have expected.  There was alot fo film, text and pictures but I just expected to be more artifacts - maybe it was all destroyed? I'm not 100% sure what i was expecting but outside of shoes, utensils and a few replica's there really wasn't much from the period.",FRIENDS,"St. John's, Canada",0,2013-09-10,2013-09,2013,2013-09,OTHER,en,132.0,62.0,False,,1074,Experienced (51-200),-0.8704,0.0,Mixed / Neutral,-0.992902934551239
